CommercialCsiNumber,CommercialDeliveryMonth,UACsiNumber,SymbolCommercial,SymbolUA,ExchangeSymbol,Exchange,Name,SessionType,CloseField,SessionGroup,IsActive,TerminalPointValue,FullPointValue,Currency,ContractSize,Units,MinimumTick,TickValue,DeliveryMonths,StartDate,EndDate,LinkSymbol,TradingTime,OhlcOffset,Footnote,ConversionFactorCode,HasImplied5,HasCurrentDayVolume,HasCurrentDayOpenInterest,HasKnownExpirationDates,LastTotalVolume
100293,0,1293,DEU,DEU,DEUR,DGCX,"Euro/US Dollar",,Settlement,"",1,5,500,USD,"EUR 50000","cents/EUR",1,5,IIVIIVIIVIIV,2008-02-12,2020-10-28,"","08:30 - 23:30",,"",2,0,1,1,1,1503
100294,0,1294,DBP,DBP,DGBP,DGCX,"British Pound/US Dollar",,Settlement,"",1,5,500,USD,"GBP 50000","cents/GBP",1,5,IIVIIVIIVIIV,2008-02-12,2020-10-28,"","08:30 - 23:30",,"",2,0,1,1,1,1015
100295,0,1295,DJP,DJP,DJPY,DGCX,"Japanese Yen/US Dollar",,Settlement,"",1,5,500,USD,"JPY 5000000","cents/100 JPY",1,5,IIVIIVIIVIIV,2008-09-26,2020-10-28,"","08:30 - 23:30",,"",2,0,1,1,1,332
100296,0,1296,DIR,DIR,DINR,DGCX,"Indian Rupee/US Dollar",,Settlement,"",1,2,200,USD,"INR 2000000","cents/100 INR",1,2,VVVVVVVVVVVV,2007-09-18,2020-10-28,"","08:30 - 23:30",,"",2,0,1,1,1,33378
100297,0,1297,RCY,RCY,,ICEEUROPE,"API2 Rotterdam Coal Yearly",,Settlement,"",1,10,1000,USD,"1000 tonnes","USD/tonne",5,50,VIIIIIIIIIII,2008-03-10,2020-10-28,"","01:00 - 23:00",,"",2,0,0,0,1,115
100298,0,1298,AFY,AFY,,ICEEUROPE,"API4 Richards Bay Coal Yearly",,Settlement,"",1,10,1000,USD,"1000 tonnes","USD/tonne",5,50,VIIIIIIIIIII,2008-03-10,2020-10-28,"","01:00 - 23:00",,"",2,0,0,0,1,1
100299,0,1299,VLN,VLN,VL,CLEAR,"Rotterdam Gasoil 0.1 Barges FOB Swap",,Settlement,"",1,1,1000,USD,"1000 tonnes","USD/tonne",1,1,VVVVVVVVVVVV,2008-03-17,2020-10-28,"","18:00 - 17:00",,"",3,0,0,0,1,0
100300,0,1300,CUN,CUN,CU,CLEAR,"Chicago Ethanol Swap (Platts)",,Settlement,"",1,4.2,42000,USD,"42000 gal","USD/gal",1,4.2,VVVVVVVVVVVV,2008-03-17,2020-10-28,"","18:00 - 17:00",,"",4,0,0,0,1,2992
100301,0,1301,EZN,EZN,EZ,CLEAR,"New York Ethanol Swap (Platts)",,Settlement,"",1,4.2,42000,USD,"42000 gal","USD/gal",1,4.2,VVVVVVVVVVVV,2008-03-17,2020-10-28,"","18:00 - 17:00",,"",4,0,0,0,1,0
100302,0,1302,RCN,RCN,EUA,CLEAR,"Carbon European Union Allowance Emissions",,Settlement,"",0,10,1000,EUR,"1000 tonnes","EUR/tonne",1,10,IIVIIVIIVIIV,2008-03-17,2014-12-22,"","18:00 - 17:15",,"",2,0,0,0,1,
100303,0,1303,VAN,VAN,CCR,CLEAR,"Carbon Certified Emission Reduction",,Settlement,"",0,10,1000,EUR,"1000 tonnes","EUR/tonne",1,10,IIVIIVIIVIIV,2008-03-17,2012-11-29,"","18:00 - 17:15",,"",2,0,0,0,1,
100304,0,1304,RNN,RNN,,CLEAR,"NOX Seasonal Emission Allowance Current Vintage",,Settlement,"",0,1,1,USD,"10 short tons","USD/ton",25,25,IIVIIVIIVIIV,2008-03-17,2008-12-31,"","18:00 - 17:15",,"",0,0,0,0,1,
100305,0,1305,INN,INN,IN,CLEAR,"Henry Hub Natural Gas Index Swap (Platts)",,Settlement,"",1,0.25,2500,USD,"2500 mmBTU","USD/mmBTU",2.5,0.625,VVVVVVVVVVVV,2008-03-17,2020-10-28,"","18:00 - 17:00",5,"",4,0,0,0,1,0
100306,0,1306,IPN,IPN,IP,CLEAR,"Houston Ship Channel Natural Gas Index Swap (Platts)",,Settlement,"",0,0.25,2500,USD,"2500 mmBTU","USD/mmBTU",2.5,0.625,VVVVVVVVVVVV,2008-03-17,2016-08-31,"","18:00 - 17:15",5,"",4,0,0,0,1,
100307,0,1307,IVN,IVN,IV,CLEAR,"Panhandle Natural Gas Index Swap (Platts)",,Settlement,"",0,0.25,2500,USD,"2500 mmBTU","USD/mmBTU",2.5,0.625,VVVVVVVVVVVV,2008-03-17,2016-10-31,"","18:00 - 17:15",5,"",4,0,0,0,1,
100308,0,1308,IYN,IYN,IY,CLEAR,"Waha Natural Gas Index Swap (Platts)",,Settlement,"",0,0.25,2500,USD,"2500 mmBTU","USD/mmBTU",2.5,0.625,VVVVVVVVVVVV,2008-03-17,2017-04-04,"","18:00 - 17:15",5,"",4,0,0,0,1,
100309,0,1309,OIN,OIN,OI,CLEAR,"NGPL Texok Natural Gas Index Swap (Platts)",,Settlement,"",0,0.25,2500,USD,"2500 mmBTU","USD/mmBTU",2.5,0.625,VVVVVVVVVVVV,2008-03-17,2017-10-13,"","18:00 - 17:15",5,"",4,0,0,0,1,
100310,0,1310,DIN,DIN,DI,CLEAR,"Demarc Natural Gas Index Swap (Platts)",,Settlement,"",0,0.25,2500,USD,"2500 mmBTU","USD/mmBTU",2.5,0.625,VVVVVVVVVVVV,2008-03-17,2016-08-02,"","18:00 - 17:15",5,"",4,0,0,0,1,
100311,0,1311,ARN,ARN,AR,CLEAR,"Northwest Europe Gasoline Swap (Argus)",,Settlement,"",0,10,1000,USD,"1000 metric tons","USD/tonne",1,10,VVVVVVVVVVVV,2008-03-17,2010-04-08,"","18:00 - 17:15",,"",2,0,0,0,1,
100312,0,1312,CER,CER,CER,ICEEUROPE,"Carbon Certified Emission Reduction",,Settlement,"",1,10,1000,EUR,"1000 metric tons","EUR/tonne",1,10,SSVSSVSSVSSV,2008-03-27,2020-10-28,"","07:00 - 17:00",,"",2,0,0,0,1,0
100313,0,1313,DEA,DEA,FESA,EUREX,"Euro STOXX Automobiles & Parts",,Settlement,"",1,0.5,50,EUR,"EUR 50 x Index","Points",10,5,IIVIIVIIVIIV,2008-03-31,2020-10-28,"","07:50 - 22:00",,"",2,0,1,0,1,192
100314,0,1314,DJA,DJA,FSTA,EUREX,"STOXX Europe 600 Automobiles & Parts",,Settlement,"",1,0.5,50,EUR,"EUR 50 x Index","Points",10,5,IIVIIVIIVIIV,2008-03-31,2020-10-28,"","07:50 - 22:00",,"",2,0,1,0,1,3451
100315,0,1315,DEB,DEB,FESB,EUREX,"Euro STOXX Banks",,Settlement,"",1,0.5,50,EUR,"EUR 50 x Index","Points",10,5,IIVIIVIIVIIV,2003-06-23,2020-10-28,"","07:50 - 22:00",,"",2,0,1,0,1,232754
100316,0,1316,DJB,DJB,FSTB,EUREX,"STOXX Europe 600 Banks",,Settlement,"",1,0.5,50,EUR,"EUR 50 x Index","Points",10,5,IIVIIVIIVIIV,2003-06-23,2020-10-28,"","07:50 - 22:00",,"",2,0,1,0,1,9944
100317,0,1317,DEG,DEG,FESG,EUREX,"Euro STOXX Industrial Goods & Services",,Settlement,"",1,0.5,50,EUR,"EUR 50 x Index","points",10,5,IIVIIVIIVIIV,2003-06-23,2020-10-28,"","07:50 - 22:00",,"",2,0,1,0,1,9
100318,0,1318,DJG,DJG,FSTG,EUREX,"STOXX Europe 600 Industrial Goods & Services",,Settlement,"",1,0.5,50,EUR,"EUR 50 x Index","points",10,5,IIVIIVIIVIIV,2004-06-22,2020-10-28,"","07:50 - 22:00",,"",2,0,1,0,1,782
100319,0,1319,DES,DES,FESS,EUREX,"Euro STOXX Basic Resources",,Settlement,"",1,0.5,50,EUR,"EUR 50 x Index","points",10,5,IIVIIVIIVIIV,2003-06-23,2020-10-28,"","07:50 - 22:00",,"",2,0,1,0,1,131
100320,0,1320,DJS,DJS,FSTS,EUREX,"STOXX Europe 600 Basic Resources",,Settlement,"",1,0.5,50,EUR,"EUR 50 x Index","points",10,5,IIVIIVIIVIIV,2004-06-22,2020-10-28,"","07:50 - 22:00",,"",2,0,1,0,1,1685
100321,0,1321,DEW,DEW,FESU,EUREX,"Euro STOXX Utilities",,Settlement,"",1,0.5,50,EUR,"EUR 50 x index","points",10,5,IIVIIVIIVIIV,2008-03-31,2020-10-28,"","07:50 - 22:00",,"",2,0,1,0,1,247
100322,0,1322,DJW,DJW,FSTU,EUREX,"STOXX Europe 600 Utilities",,Settlement,"",1,0.5,50,EUR,"EUR 50 x index","points",10,5,IIVIIVIIVIIV,2008-03-31,2020-10-28,"","07:50 - 22:00",,"",2,0,1,0,1,983
100323,0,1323,QEN,QEN,QEN,CLEAR,"Ethanol Physical",,Settlement,"",0,4.2,42000,USD,"42000 gal","USD/gal",1,4.2,VVVVVVVVVVVV,2008-04-01,2012-11-29,"","18:00 - 17:15",,"",4,0,0,0,1,
100324,0,1324,VEN,VEN,,CLEAR,"Columbian Peso Index",,Settlement,"",0,0.25,25,USD,"USD 25 x index","points",10,2.5,VVVVVVVVVVVV,2008-04-01,2008-08-27,"","18:00 - 17:15",,"",2,0,0,0,1,
100325,0,1325,DSB,DSB,B,DCE,"Soybeans #2",,Settlement,"",1,10,10,CNY,"10 metric tons","CNY/tonne",1,10,VVVVVVVVVVVV,2008-05-16,2020-10-28,"","21:00 - 15:00",,"",0,0,1,1,1,84998
100326,0,1326,DBO,DBO,Y,DCE,"Soybean Oil",,Settlement,"",1,10,10,CNY,"10 metric tons","CNY/tonne",2,20,VIVIVIVVVIVV,2008-05-16,2020-10-28,"","21:00 - 15:00",,"",0,0,1,1,1,856190
100327,0,1327,DPO,DPO,P,DCE,"Palm Oil",,Settlement,"",1,10,10,CNY,"10 metric tons","CNY/tonne",2,20,VVVVVVVVVVVV,2008-05-16,2020-10-28,"","21:00 - 15:00",,"",0,0,1,1,1,1483429
100328,0,1328,DLL,DLL,L,DCE,"Linear Low Density Polyethylene (LLDPE)",,Settlement,"",1,5,5,CNY,"5 metric tons","CNY/tonne",5,25,VVVVVVVVVVVV,2008-05-16,2020-10-28,"","21:00 - 15:00",,"",0,0,1,1,1,281665
100329,0,1329,DZG,DZG,ZG,DME,"Crude Oil Oman (Financial Settle)",,Settlement,"",1,10,1000,USD,"1000 bbl","USD/bbl",1,10,VVVVVVVVVVVV,2008-06-02,2020-10-28,"","18:00 - 17:15",,"",2,0,0,0,1,0
100330,0,1330,DZO,DZO,,DME,"Brent Crude Oil (Financial Settle)",,Settlement,"",0,10,1000,USD,"1000 bbl","USD/bbl",1,10,VVVVVVVVVVVV,2008-06-02,2009-02-03,"","18:00 - 17:15",,"",2,0,0,0,1,
100331,0,1331,EMI,EMI,EMI,CME,"e-mini MSCI Emerging Markets Index",,Settlement,"",0,0.5,50,USD,"USD 50 x Index","points",10,5,IIVIIVIIVIIV,2008-05-27,2011-06-20,"","15:30 - 15:15",,"",2,0,0,0,1,
100332,0,1332,JT2,JT2,TOPIX,OSE,"TOPIX Index",RTH,Settlement,"JTI,JT2,JT1",1,1000,10000,JPY,"JPY 10000 x Index","points",5,5000,IIVIIVIIVIIV,2008-06-18,2020-10-28,"JTI starts at 1990-04-03","09:00 - 15:15",,"",1,0,1,1,1,43504
100333,0,1333,JT1,JT1,TOPIX,OSE,"TOPIX Index",ETH,Last,"JTI,JT2,JT1",1,1000,10000,JPY,"JPY 10000 x Index","points",5,5000,IIVIIVIIVIIV,2008-06-18,2020-10-28,"","16:30 - 03:00",,"",1,0,1,1,1,12615
100334,0,1334,JTM,JTM,TOPIXM,OSE,"mini TOPIX Index",Combined,Settlement,"JTM,JT4,JT3",1,10,1000,JPY,"JPY 1000 x Index","points",25,250,IIVIIVIIVIIV,2008-06-19,2020-10-28,"","16:30 - 15:15",,"",2,0,1,1,1,27349
100335,0,1335,JT4,JT4,TOPIXM,OSE,"mini TOPIX Index",RTH,Settlement,"JTM,JT4,JT3",1,10,1000,JPY,"JPY 1000 x Index","points",25,250,IIVIIVIIVIIV,2008-06-19,2020-10-28,"","09:00 - 15:15",,"",2,0,1,1,1,21143
100336,0,1336,JT3,JT3,TOPIXM,OSE,"mini TOPIX Index",ETH,Last,"JTM,JT4,JT3",1,10,1000,JPY,"JPY 1000 x Index","points",25,250,IIVIIVIIVIIV,2008-06-19,2020-10-28,"","16:30 - 03:00",,"",2,0,1,1,1,6206
100337,0,1337,DED,DED,FEDV,EUREX,"DJ Euro STOXX Select Dividend 30 Index",,Settlement,"",1,0.1,10,EUR,"EUR 10 x Index","points",50,5,IIVIIVIIVIIV,2007-07-23,2020-10-28,"","07:50 - 22:00",,"",2,0,1,0,1,1750
100338,0,1338,SLI,SLI,FSLI,EUREX,"SLI Swiss Leader Index",,Settlement,"",1,0.1,10,CHF,"CHF 10 x Index","points",50,5,IIVIIVIIVIIV,2007-10-22,2020-10-28,"","07:50 - 22:00",,"",2,0,1,0,1,5
100339,0,1339,CNI,CNI,,BMF,"Corn",,Settlement,"",0,4.5,450,BRL,"27 tonnes","BRL/60kg",1,4.5,VIVIVIVIVIVI,2002-04-16,2012-03-12,"","09:00 - 11:45",,"",2,0,1,0,1,
100340,0,1340,SOJ,SOJ,,BMF,"Soybeans",,Settlement,"",0,4.5,450,USD,"27 tonnes","USD/60kg",1,4.5,IIVVVVVVVIVI,2005-12-06,2011-06-09,"","09:00 - 14:30",,"",2,0,1,0,1,
100341,0,1341,CSR,CSR,SR,ZCE,"White Sugar",,Settlement,"",1,10,10,CNY,"10 tonnes","CNY/tonne",1,10,VIVIVIVIVIVI,2006-01-06,2020-10-28,"","21:00 - 15:00",,"",0,0,1,1,1,455626
100342,0,1342,CRO,CRO,OI,ZCE,"Rapeseed Oil",,Settlement,"",1,10,10,CNY,"10 tonnes","CNY/tonne",1,10,VIVIVIVIVIVI,2007-06-08,2020-10-28,"","21:00 - 15:00",,"",0,0,1,1,1,381812
100343,0,1343,CTA,CTA,TA,ZCE,"PTA (Pure Terephthalic Acid)",,Settlement,"",1,5,5,CNY,"5 tonnes","CNY/tonne",2,10,VVVVVVVVVVVV,2006-12-18,2020-10-28,"","21:00 - 15:00",,"",0,0,1,1,1,1282070
100344,0,1344,QAN,QAN,QA,CLEAR,"mini Low Sulphur Gasoil Financial",,Settlement,"",1,0.1,100,USD,"100 tonne","USD / tonne",1,0.1,VVVVVVVVVVVV,2008-10-09,2020-10-28,"","18:00 - 17:00",,"",3,0,0,0,1,30
100345,0,1345,MEN,MEN,ME,CLEAR,"Gulf Coast Jet vs NYH#2 HO Spread",,Settlement,"",1,4.2,42000,USD,"42000 gal","USD / gal",1,4.2,VVVVVVVVVVVV,2008-10-09,2020-10-28,"","18:00 - 17:00",50,"",4,0,0,0,1,1445
100346,0,1346,LTN,LTN,LT,CLEAR,"Up-Down GC USLD vs NYMEX HO Spread",,Settlement,"",1,4.2,42000,USD,"42000 gal","USD / gal",1,4.2,VVVVVVVVVVVV,2008-10-09,2020-10-28,"","18:00 - 17:00",50,"",4,0,0,0,1,5215
100347,0,1347,GXN,GXN,GX,CLEAR,"European Gasoil Calendar Swap",,Settlement,"",1,1,1000,USD,"1000 tonnes","USD / tonne",1,1,VVVVVVVVVVVV,2008-10-09,2020-10-28,"","18:00 - 17:00",,"",3,0,0,0,1,0
100348,0,1348,WQN,WQN,WQ,CLEAR,"Gasoil 0.1 Barges FOB Rdam v ICE Gasoil Swap",,Settlement,"",0,1,1000,USD,"1000 tonnes","USD / tonne",1,1,VVVVVVVVVVVV,2008-10-09,2019-12-31,"","18:00 - 17:00",50,"",3,0,0,0,1,
100349,0,1349,JSN,JSN,JS,CLEAR,"L.A. Jet (OPIS) Swap",,Settlement,"",1,4.2,42000,USD,"42000 gal","USD / gal",1,4.2,VVVVVVVVVVVV,2008-10-09,2020-10-28,"","18:00 - 17:00",50,"",4,0,0,0,1,0
100350,0,1350,PTN,PTN,PT,CLEAR,"Propane (OPIS) Swap",,Settlement,"",0,4.2,42000,USD,"42000 gal","USD / gal",1,4.2,VVVVVVVVVVVV,2008-10-09,2009-12-28,"","18:00 - 17:15",,"",4,0,0,0,1,
100351,0,1351,IXN,IXN,IX,CLEAR,"TETCO M-3 Index Swap",,Settlement,"",0,0.25,2500,USD,"2500 mmBtu","USD / mmBtu",1,0.25,VVVVVVVVVVVV,2008-10-09,2017-10-20,"","18:00 - 17:15",50,"",4,0,0,0,1,
100352,0,1352,ITN,ITN,IT,CLEAR,"Transco Zone 6 Index Swap",,Settlement,"",0,0.25,2500,USD,"2500 mmBtu","USD / mmBtu",1,0.25,VVVVVVVVVVVV,2008-10-09,2017-10-20,"","18:00 - 17:15",50,"",4,0,0,0,1,
100353,0,1353,IKN,IKN,IK,CLEAR,"PG&E Citygate Index Swap",,Settlement,"",0,0.25,2500,USD,"2500 mmBtu","USD / mmBtu",1,0.25,VVVVVVVVVVVV,2008-10-09,2012-10-18,"","18:00 - 17:15",50,"",4,0,0,0,1,
100354,0,1354,ISN,ISN,IS,CLEAR,"Chicage Index Swap",,Settlement,"",0,0.25,2500,USD,"2500 mmBtu","USD / mmBtu",1,0.25,VVVVVVVVVVVV,2008-10-09,2013-02-28,"","18:00 - 17:15",50,"",4,0,0,0,1,
100355,0,1355,GZN,GZN,GZ,CLEAR,"European Low Sulphur Gasoil Brent Crack Spread",,Settlement,"",1,1,1000,USD,"1000 bbl","USD / bbl",1,1,VVVVVVVVVVVV,2008-10-09,2020-10-28,"","18:00 - 17:00",,"",3,0,0,0,0,0
100356,0,1356,RGN,RGN,RG,CLEAR,"Argus Gasoline Crack Spread Swap",,Settlement,"",0,10,1000,USD,"1000 bbl","USD / bbl",1,10,VVVVVVVVVVVV,2008-10-09,2010-04-08,"","18:00 - 17:15",500,"",2,0,0,0,1,
100357,0,1357,GAN,GAN,GA,CLEAR,"Singapore Gasoil (Platts) vs. Low Sulphur Gasoil",,Settlement,"",1,10,1000,USD,"1000 bbl","USD / bbl",1,10,VVVVVVVVVVVV,2008-10-09,2020-10-28,"","18:00 - 17:00",500,"",2,0,0,0,1,0
100358,0,1358,RMN,RMN,RM,CLEAR,"RBOB Crack Spread Swap",,Settlement,"",1,10,1000,USD,"1000 bbl","USD / bbl",1,10,VVVVVVVVVVVV,2008-10-21,2020-10-28,"","18:00 - 17:00",500,"",2,0,0,0,1,0
100359,0,1359,BKN,BKN,BK,CLEAR,"WTI-Brent Calendar Swap",,Settlement,"",1,10,1000,USD,"1000 bbl","USD / bbl",1,10,VVVVVVVVVVVV,2008-10-21,2020-10-28,"","18:00 - 17:00",500,"",2,0,0,0,1,514
100360,0,1360,FYN,FYN,FY,CLEAR,"Dated-to-Frontline Brent Swap",,Settlement,"",1,1,1000,USD,"1000 bbl","USD / bbl",1,1,VVVVVVVVVVVV,2008-10-21,2020-10-28,"","18:00 - 17:00",500,"",3,0,0,0,1,0
100361,0,1361,RVN,RVN,RV,CLEAR,"RBOB Up-Down Calendar Swap",,Settlement,"",0,4.2,42000,USD,"42000 gal","USD / gal",1,4.2,VVVVVVVVVVVV,2008-10-21,2016-03-31,"","18:00 - 17:15",50,"",4,0,0,0,1,
100362,0,1362,HRN,HRN,HRC,COMEX,"US Midwest Domestic Hot Rolled Coil Steel",,Settlement,"",1,0.2,20,USD,"20 short tons","USD / ton",500,100,VVVVVVVVVVVV,2008-10-22,2020-10-28,"","18:00 - 17:00",,"",2,0,0,0,1,443
100363,0,1363,SW7,SW7,7I,CBT,"Interest Swap 7 Year",,Settlement,"",0,3.125,1000,USD,"USD 100000","points",5,15.625,IIVIIVIIVIIV,2008-10-21,2013-09-16,"","18:00 - 16:00",,"",-7,0,0,0,1,
100364,0,1364,LB2,LB2,LB,CME,"Lumber",RTH,Settlement,"LB,LB2,LB1",1,11,110,USD,"110000 board ft","USD/1000 board ft",1,11,VIVIVIVIVIVI,2008-10-20,2020-10-28,"LB starts at 1969-10-01","09:00 - 16:00",,"",1,0,0,0,1,0
100365,0,1365,LB1,LB1,LB,CME,"Lumber",ETH,Last,"LB,LB2,LB1",1,11,110,USD,"110000 board ft","USD/1000 board ft",1,11,VIVIVIVIVIVI,2008-10-20,2020-10-28,"LB starts at 1969-10-01","09:00 - 16:00",,"",1,0,0,0,1,465
100366,0,1366,I30,I30,,CBT,"Interest Swap 30yr",RTH,Settlement,"I30,I31,I32",0,3.125,1000,USD,"USD 100000","points",5,15.625,IIVIIVIIVIIV,2008-10-24,2013-09-16,"","07:20 - 14:00",,"",-7,0,0,0,0,
100367,0,1367,I31,I31,,CBT,"Interest Swap 30yr",ETH,Last,"I30,I31,I32",0,3.125,1000,USD,"USD 100000","points",5,15.625,IIVIIVIIVIIV,2008-10-24,2013-09-16,"","18:03 - 16:00",,"",-7,0,0,0,0,
100368,0,1368,I32,I32,NZB,CBT,"Interest Swap 30yr",Combined,Settlement,"I30,I31,I32",0,3.125,1000,USD,"USD 100000","points",5,15.625,IIVIIVIIVIIV,2008-10-24,2013-09-16,"","18:03 - 16:00",,"",-7,0,0,0,0,
100369,0,1369,IEO,IEO,IEO,ICEUS,"Million EUR/USD",,Settlement,"",0,10,1000000,USD,"1000000 EUR","USD/EUR",5,50,IIVIIVIIVIIV,2008-11-11,2019-04-08,"","20:00 - 17:00",,"",5,0,0,0,1,
100370,0,1370,IMP,IMP,IMP,ICEUS,"Million GBP/USD",,Settlement,"",0,100,1000000,USD,"1000000 GBP","USD/GBP",5,500,IIVIIVIIVIIV,2008-11-11,2019-04-08,"","20:00 - 17:00",,"",4,0,0,0,1,
100371,0,1371,ISV,ISV,ISV,ICEUS,"Million USD/CAD",,Settlement,"",0,10,1000000,CAD,"1000000 USD","CAD/USD",5,50,IIVIIVIIVIIV,2008-11-11,2019-04-08,"","20:00 - 17:00",,"",5,0,0,0,1,
100372,0,1372,IUJ,IUJ,ISN,ICEUS,"Million USD/JPY",,Settlement,"",0,1000,1000000,JPY,"1000000 USD","JPY/USD",5,5000,IIVIIVIIVIIV,2008-11-11,2019-04-08,"","20:00 - 17:00",,"",3,0,0,0,1,
100373,0,1373,IMF,IMF,IMF,ICEUS,"Million USD/CHF",,Settlement,"",0,10,1000000,CHF,"1000000 USD","CHF/USD",5,50,IIVIIVIIVIIV,2008-11-11,2019-04-08,"","20:00 - 17:00",,"",5,0,0,0,1,
100374,0,1374,IKX,IKX,IKX,ICEUS,"Million USD/SEK",,Settlement,"",0,10,1000000,SEK,"1000000 USD","SEK/USD",5,50,IIVIIVIIVIIV,2008-11-11,2019-04-08,"","20:00 - 17:00",,"",5,0,0,0,1,
100375,0,1375,IGB,IGB,IGB,ICEUS,"Million EUR/GBP",,Settlement,"",0,10,1000000,GBP,"1000000 EUR","GBP/EUR",5,50,IIVIIVIIVIIV,2008-11-11,2019-04-08,"","20:00 - 17:00",,"",5,0,0,0,1,
100376,0,1376,IEP,IEP,IEP,ICEUS,"Million EUR/CAD",,Settlement,"",0,10,1000000,CAD,"1000000 EUR","CAD/EUR",5,50,IIVIIVIIVIIV,2008-11-11,2019-04-08,"","20:00 - 17:00",,"",5,0,0,0,1,
100377,0,1377,IEJ,IEJ,IEJ,ICEUS,"Million EUR/JPY",,Settlement,"",0,1000,1000000,JPY,"1000000 EUR","JPY/EUR",5,5000,IIVIIVIIVIIV,2008-11-11,2019-04-08,"","20:00 - 17:00",,"",3,0,0,0,1,
100378,0,1378,IRK,IRK,IRK,ICEUS,"Million EUR/SEK",,Settlement,"",0,10,1000000,SEK,"1000000 EUR","SEK/EUR",5,50,IIVIIVIIVIIV,2008-11-11,2019-04-08,"","20:00 - 17:00",,"",5,0,0,0,1,
100379,0,1379,IRZ,IRZ,IRZ,ICEUS,"Million EUR/CHF",,Settlement,"",0,10,1000000,CHF,"1000000 EUR","CHF/EUR",5,50,IIVIIVIIVIIV,2008-11-11,2019-04-08,"","20:00 - 17:00",,"",5,0,0,0,1,
100380,0,1380,IAU,IAU,IAU,ICEUS,"Million AUD/USD",,Settlement,"",0,10,1000000,USD,"1000000 AUD","USD/AUD",5,50,IIVIIVIIVIIV,2008-11-11,2019-04-08,"","20:00 - 17:00",,"",5,0,0,0,1,
100381,0,1381,BGI,BGI,BGI,BMF,"Live Cattle",,Settlement,"",1,3,300,BRL,"330 net arrobas","BRL / arroba",1,3,VVVVVVVVVVVV,2000-11-16,2020-10-28,"","17:05 - 16:30",,"",2,0,1,0,1,2684
100382,0,1382,VN,VN,VN,CFE,"Nasdaq 100 Volatility Index",,Settlement,"",0,10,1000,USD,"USD 1000 x index","points",1,10,SVSSVSSVSSVS,2008-11-18,2015-06-16,"","08:30 - 15:15",,"",2,0,1,0,1,
100383,0,1383,VR,VR,VU,CFE,"Russell 2000 Volatility Index",Combined,Settlement,"",0,10,1000,USD,"USD 1000 x index","points",1,10,SVSSVSSVSSVS,2008-11-18,2018-09-21,"","08:30 - 15:15",,"",2,0,0,0,1,
100384,0,1384,AVW,AVW,VW,ASX,"Australian Milling Wheat",,Settlement,"",0,0.2,20,AUD,"20 tonnes","AUD / tonne",10,2,VIVIVIVIVIVI,2008-12-04,2017-01-20,"","09:50 - 17:00",,"",2,0,1,0,1,
100385,0,1385,AFB,AFB,UB,ASX,"Australian Feed Barley",,Settlement,"",1,0.2,20,AUD,"20 tonnes","AUD / tonne",10,2,VIVIVIVIVIVI,2008-12-04,2020-10-28,"","09:50 - 17:00",,"",2,0,1,0,1,20
100386,0,1386,ACM,ACM,VC,ASX,"Australian Canola",,Settlement,"",0,0.2,20,AUD,"20 tonnes","AUD / tonne",10,2,VIVIVIVIVIII,2008-12-04,2017-03-14,"","09:50 - 17:00",,"",2,0,1,0,1,
100387,0,1387,ASM,ASM,US,ASX,"Australian Sorghum",,Settlement,"",0,0.2,20,AUD,"20 tonnes","AUD / tonne",10,2,VIVIVIVIVIVI,2008-12-04,2019-10-25,"","09:50 - 17:00",,"",2,0,1,0,1,
100388,0,1388,F2I,F2I,Z,LIFFE,"FTSE 100 Index",,Last,"",1,1,10,GBP,"GBP 10 x Index","points",5,5,IIVIIVIIVIIV,2008-12-22,2020-10-28,"","01:00 - 21:00",,"",1,0,1,0,1,105484
100389,0,1389,F2H,F2H,,MATIF,"CAC 40 Index",,Last,"",1,1,10,EUR,"EUR 10 x Index","points",5,5,SSVSSVSSVSSV,2008-12-22,2020-10-28,"","08:00 - 18:30",,"",1,0,1,0,1,87670
100390,0,1390,NCM,NCM,NCF,ICEEUROPE,"NewCastle Coal",,Settlement,"",1,10,1000,USD,"1000 tonnes","USD / tonne",5,50,VVVVVVVVVVVV,2008-12-19,2020-10-28,"","01:00 - 23:00",,"",2,0,0,0,1,340
100391,0,1391,NCQ,NCQ,,ICEEUROPE,"NewCastle Coal Quarterly",,Settlement,"",1,10,1000,USD,"1000 tonnes","USD / tonne",5,50,IIVIIVIIVIIV,2008-12-22,2020-10-28,"","01:00 - 17:00",,"",2,0,0,0,1,11
100392,0,1392,NCY,NCY,,ICEEUROPE,"NewCastle Coal Yearly",,Settlement,"",1,10,1000,USD,"1000 tonnes","USD / tonne",5,50,VIIIIIIIIIII,2008-12-22,2020-10-28,"","01:00 - 17:00",,"",2,0,0,0,1,1
100393,0,1393,EO,EO,EO,FINEX,"EUR/USD  --> moved to #1692",,Settlement,"",0,1,100000,USD,"EUR 100000","USD / EUR",5,5,IIVIIVIIVIIV,2003-09-16,2011-09-19,"","20:00 - 18:00",,"",5,0,0,0,1,
100394,0,1394,CXG,CXG,,CBT,"Liquid 50 CDS Index",,Settlement,"",0,5,500,USD,"USD 500 x Index","points",1,5,IIVIIVIIVIIV,2009-01-20,2009-03-02,"","17:30 - 16:00",,"",2,0,0,0,1,
